customer_id,transaction_date,product_category,amount,city,payment_type
C1201,2025-12-21,Electronics,4.92,Glasgow,Cash
C1202,2026-01-20,Apparel,40.43,London,Card
C1203,2025-05-18,Groceries,22.53,Glasgow,Cash
C1204,2025-12-26,Books,23.05,Glasgow,Cash
C1205,2025-07-25,Books,9.55,Manchester,Card
C1206,2025-05-15,Electronics,9.31,Glasgow,Online
C1207,2025-05-09,Groceries,19.38,Glasgow,Cash
C1208,2026-02-15,Apparel,10.24,Glasgow,Online
C1209,2026-03-19,Apparel,10.51,Belfast,Card
C1210,2026-02-22,Electronics,6.62,London,Cash
C1211,2025-12-18,Books,67.07,London,Cash
C1212,2026-03-12,Apparel,99.97,Glasgow,Online
C1213,2025-05-28,Groceries,54.61,Glasgow,Cash
C1214,2025-11-27,Books,16.16,Belfast,Online
C1215,2025-04-23,Groceries,105.33,Glasgow,Online
C1216,2025-12-23,Electronics,15.77,Glasgow,Online
C1217,2025-10-16,Electronics,2.14,Glasgow,Online
C1218,2025-08-18,Groceries,45.13,Manchester,Online
C1219,2025-05-14,Groceries,29.85,Belfast,Online
C1220,2025-11-10,Electronics,30.34,Glasgow,Card
C1221,2025-07-14,Apparel,4.74,London,Cash
C1222,2025-10-10,Books,29.95,Manchester,Cash
C1223,2025-08-12,Books,76.03,Manchester,Online
C1224,2025-12-01,Electronics,36.26,Glasgow,Online
C1225,2026-01-07,Books,25.41,Belfast,Card
C1226,2026-03-08,Groceries,27.6,Manchester,Card
C1227,2025-11-27,Electronics,7.31,Manchester,Card
C1228,2025-07-23,Books,0.86,Glasgow,Card
C1229,2025-08-31,Apparel,22.56,Glasgow,Card
C1230,2025-10-10,Apparel,26.31,Belfast,Cash
C1231,2025-07-17,Groceries,30.14,Manchester,Cash
C1232,2025-05-09,Electronics,29.08,Glasgow,Online
C1233,2026-03-22,Apparel,72.75,Belfast,Cash
C1234,2025-05-29,Groceries,5.32,London,Online
C1235,2026-01-27,Electronics,2.84,Glasgow,Cash
C1236,2025-07-28,Groceries,20.28,Glasgow,Online
C1237,2025-09-10,Electronics,34.08,Glasgow,Card
C1238,2026-03-01,Electronics,86.24,London,Cash
C1239,2025-10-06,Books,47.12,Manchester,Cash
C1240,2025-09-12,Electronics,150.2,London,Cash
C1241,2026-02-08,Apparel,21.92,Belfast,Card
C1242,2025-10-07,Books,49.71,Glasgow,Online
C1243,2025-12-02,Books,12.91,Manchester,Online
C1244,2026-02-22,Books,11.84,Manchester,Card
C1245,2025-07-24,Books,46.63,Glasgow,Card
C1246,2025-07-09,Books,38.32,Belfast,Cash
C1247,2026-01-28,Electronics,0.39,Glasgow,Card
C1248,2026-03-11,Groceries,17.99,Glasgow,Card
C1249,2025-10-18,Apparel,6.58,Belfast,Card
C1250,2026-03-28,Groceries,39.29,Belfast,Cash
C1251,2025-04-21,Electronics,11.68,Manchester,Online
C1252,2026-03-31,Books,100.77,Belfast,Cash
C1253,2025-12-11,Apparel,6.08,London,Card
C1254,2025-08-26,Groceries,0.75,Belfast,Online
C1255,2025-12-09,Apparel,44.82,Glasgow,Online
C1256,2025-09-05,Apparel,64.46,Belfast,Cash
C1257,2025-08-07,Apparel,53.26,Belfast,Cash
C1258,2026-01-19,Electronics,68.12,London,Online
C1259,2025-10-19,Groceries,42.67,London,Card
C1260,2025-09-24,Electronics,33.09,Glasgow,Online
C1261,2025-11-12,Apparel,2.37,Glasgow,Cash
C1262,2025-11-06,Electronics,7.13,London,Card
C1263,2025-05-22,Apparel,7.39,London,Card
C1264,2025-06-23,Electronics,21.95,Glasgow,Card
C1265,2025-10-17,Electronics,109.55,Manchester,Online
C1266,2025-06-12,Electronics,7.54,Manchester,Cash
C1267,2026-02-23,Apparel,59.45,London,Card
C1268,2026-02-16,Groceries,44.89,Glasgow,Card
C1269,2025-11-30,Electronics,74.71,Belfast,Online
C1270,2025-12-03,Apparel,37.72,London,Cash
C1271,2025-09-02,Books,58.6,Belfast,Online
C1272,2025-09-12,Books,75.92,Belfast,Online
C1273,2025-09-17,Books,34.18,London,Online
C1274,2025-07-12,Books,79.32,Manchester,Online
C1275,2025-08-14,Groceries,47.56,Glasgow,Cash
C1276,2026-04-07,Electronics,5.68,London,Cash
C1277,2025-12-01,Electronics,101.75,Manchester,Cash
C1278,2025-07-28,Groceries,21.97,Manchester,Card
C1279,2025-08-16,Groceries,225.09,London,Cash
C1280,2025-07-26,Electronics,17.16,Manchester,Cash
C1281,2025-07-06,Books,98.48,Belfast,Online
C1282,2026-03-08,Books,30.12,Belfast,Online
C1283,2025-09-12,Electronics,46.58,London,Cash
C1284,2025-12-28,Groceries,42.02,Manchester,Cash
C1285,2025-11-05,Apparel,77.99,Glasgow,Online
C1286,2025-09-23,Apparel,8.22,London,Cash
C1287,2025-06-30,Books,9.51,Manchester,Card
C1288,2026-01-03,Apparel,72.38,Belfast,Cash
C1289,2026-03-08,Apparel,213.1,London,Online
C1290,2026-03-14,Groceries,63.59,Glasgow,Online
C1291,2026-01-19,Electronics,9.15,Belfast,Online
C1292,2026-01-06,Books,103.99,Manchester,Card
C1293,2025-11-29,Groceries,18.43,Glasgow,Cash
C1294,2026-03-20,Books,4.04,Manchester,Card
C1295,2025-05-03,Books,7.82,Glasgow,Cash
C1296,2025-12-29,Electronics,8.58,London,Card
C1297,2025-05-19,Books,91.53,Glasgow,Cash
C1298,2025-11-15,Books,157.39,Belfast,Online
C1299,2025-08-06,Electronics,0.97,Manchester,Cash
C1300,2025-09-22,Groceries,56.56,Manchester,Online
C1301,2025-09-14,Books,34.76,London,Cash
C1302,2026-03-02,Electronics,3.31,London,Card
C1303,2025-10-14,Groceries,45.48,London,Online
C1304,2025-10-14,Electronics,1.2,Manchester,Cash
C1305,2026-01-26,Groceries,2.71,Glasgow,Online
C1306,2025-06-03,Groceries,55.33,Glasgow,Online
C1307,2026-01-13,Groceries,111.36,Manchester,Online
C1308,2025-12-27,Books,7.2,London,Online
C1309,2025-11-04,Groceries,133.1,Glasgow,Card
C1310,2026-02-06,Apparel,89.28,Glasgow,Online
C1311,2026-02-07,Books,72.48,Manchester,Online
C1312,2026-01-07,Apparel,137.33,London,Online
C1313,2025-09-21,Books,149.72,Glasgow,Card
C1314,2026-02-06,Books,135.81,Glasgow,Online
C1315,2025-10-12,Books,0.57,London,Cash
C1316,2025-07-30,Electronics,11.29,Glasgow,Cash
C1317,2025-09-15,Books,37.61,London,Cash
C1318,2026-04-02,Groceries,31.24,Belfast,Card
C1319,2025-05-13,Books,105.67,Manchester,Online
C1320,2025-12-05,Books,44.6,London,Cash
C1321,2026-03-13,Electronics,20.08,Belfast,Online
C1322,2025-05-03,Apparel,12.03,London,Card
C1323,2026-01-19,Apparel,20.82,Glasgow,Card
C1324,2025-06-02,Books,22.19,Manchester,Card
C1325,2025-08-17,Electronics,108.36,Belfast,Card
C1326,2025-07-30,Books,1407.4,Belfast,Cash
C1327,2025-07-27,Books,42.8,London,Card
C1328,2026-03-07,Electronics,16.22,Manchester,Online
C1329,2025-11-20,Groceries,4.83,Glasgow,Cash
C1330,2026-01-22,Electronics,17.48,Glasgow,Online
C1331,2026-02-04,Electronics,0.16,London,Cash
C1332,2025-10-21,Groceries,27.71,Glasgow,Online
C1333,2025-09-26,Electronics,12.38,Belfast,Card
C1334,2026-03-23,Groceries,17.31,London,Cash
C1335,2026-03-07,Groceries,19.4,Glasgow,Card
C1336,2026-03-29,Electronics,100.61,Manchester,Online
C1337,2026-02-15,Electronics,17.85,Belfast,Cash
C1338,2025-10-08,Groceries,7.04,Glasgow,Online
C1339,2025-11-09,Apparel,50.47,Belfast,Cash
C1340,2026-01-07,Apparel,24.72,Belfast,Online
C1341,2025-08-23,Groceries,10.01,Belfast,Online
C1342,2025-09-23,Books,6.0,Belfast,Cash
C1343,2025-08-26,Groceries,22.29,Manchester,Card
C1344,2025-12-08,Apparel,39.53,Glasgow,Cash
C1345,2025-10-29,Groceries,4.17,Manchester,Cash
C1346,2025-11-08,Apparel,171.34,Glasgow,Card
C1347,2026-01-09,Groceries,1.25,London,Cash
C1348,2025-06-01,Apparel,16.13,Glasgow,Cash
C1349,2025-11-19,Groceries,22.99,Glasgow,Card
C1350,2025-04-18,Electronics,48.97,Belfast,Online
C1351,2025-04-12,Electronics,256.22,Manchester,Card
C1352,2025-04-25,Electronics,77.12,Glasgow,Card
C1353,2025-10-03,Apparel,30.77,Glasgow,Card
C1354,2025-12-31,Groceries,2.8,Belfast,Cash
C1355,2025-04-07,Apparel,204.68,London,Card
C1356,2025-10-06,Groceries,27.24,Belfast,Cash
C1357,2025-06-17,Electronics,18.38,Glasgow,Card
C1358,2025-07-02,Books,31.46,London,Cash
C1359,2025-05-06,Apparel,175.06,Glasgow,Cash
C1360,2025-06-28,Books,15.62,London,Cash
C1361,2025-09-13,Groceries,22.34,Manchester,Cash
C1362,2025-09-15,Groceries,10.76,London,Online
C1363,2025-08-27,Groceries,23.51,Belfast,Online
C1364,2025-09-12,Electronics,16.85,Belfast,Card
C1365,2025-11-13,Electronics,46.9,Manchester,Cash
C1366,2026-03-30,Groceries,50.63,Belfast,Card
C1367,2025-08-31,Electronics,17.38,Manchester,Card
C1368,2025-05-06,Groceries,12.65,London,Cash
C1369,2025-06-01,Electronics,147.58,London,Online
C1370,2025-05-01,Electronics,18.3,Glasgow,Card
C1371,2025-09-08,Apparel,124.92,Glasgow,Online
C1372,2026-02-25,Electronics,12.45,Manchester,Cash
C1373,2025-11-10,Books,15.17,Manchester,Card
C1374,2025-10-17,Groceries,33.24,London,Cash
C1375,2025-11-25,Apparel,15.26,London,Online
C1376,2026-03-10,Electronics,4.98,London,Online
C1377,2025-12-19,Groceries,3.1,Belfast,Card
C1378,2025-07-19,Books,8.56,London,Card
C1379,2025-04-23,Groceries,33.39,London,Online
C1380,2025-07-08,Groceries,102.62,Manchester,Cash
C1381,2026-02-01,Apparel,15.32,Belfast,Online
C1382,2025-05-26,Electronics,106.76,London,Cash
C1383,2025-04-11,Books,88.6,Manchester,Card
C1384,2026-01-24,Books,45.9,Manchester,Cash
C1385,2025-04-23,Books,33.16,Glasgow,Card
C1386,2025-07-16,Electronics,34.59,Manchester,Cash
C1387,2025-10-24,Groceries,43.03,Glasgow,Cash
C1388,2025-11-29,Electronics,14.98,Glasgow,Card
C1389,2025-10-09,Electronics,26.98,Belfast,Online
C1390,2025-10-05,Books,44.8,London,Card
C1391,2025-07-06,Apparel,45.39,Glasgow,Online
C1392,2026-01-03,Books,2.68,Belfast,Card
C1393,2025-12-14,Apparel,22.4,Manchester,Cash
C1394,2026-01-18,Books,26.45,Glasgow,Card
C1395,2026-04-07,Groceries,7.36,Belfast,Cash
C1396,2025-08-06,Books,65.47,Belfast,Card
C1397,2025-11-21,Groceries,15.19,Manchester,Online
C1398,2025-09-29,Books,83.46,Glasgow,Card
C1399,2025-04-21,Groceries,141.97,London,Cash
C1400,2025-11-26,Groceries,175.4,Belfast,Online
C1401,2026-04-01,Books,40.98,Glasgow,Cash
C1402,2025-04-24,Apparel,86.58,London,Online
C1403,2025-07-27,Books,7.98,London,Online
C1404,2025-10-29,Books,109.49,Belfast,Online
C1405,2026-02-20,Groceries,41.39,London,Card
C1406,2025-06-12,Groceries,20.84,Glasgow,Card
C1407,2025-05-17,Apparel,59.56,London,Card
C1408,2025-10-14,Groceries,18.82,Manchester,Card
C1409,2025-06-13,Groceries,20.1,Glasgow,Online
C1410,2026-03-25,Apparel,6.16,Belfast,Cash
C1411,2025-08-25,Groceries,5.32,Belfast,Online
C1412,2025-10-18,Groceries,14.53,Manchester,Online
C1413,2026-03-13,Books,37.83,London,Online
C1414,2025-12-22,Apparel,53.3,Belfast,Online
C1415,2026-04-04,Groceries,123.85,Glasgow,Card
C1416,2025-08-05,Books,24.36,Belfast,Online
C1417,2025-04-07,Books,3.62,Manchester,Card
C1418,2025-09-30,Groceries,15.35,London,Cash
C1419,2025-12-29,Groceries,11.01,Manchester,Cash
C1420,2025-10-28,Apparel,26.48,Manchester,Card
C1421,2025-11-14,Groceries,54.15,London,Online
C1422,2025-11-26,Apparel,30.01,Belfast,Cash
C1423,2025-11-06,Books,87.02,Glasgow,Cash
C1424,2025-10-11,Electronics,19.0,London,Cash
C1425,2025-12-20,Groceries,15.05,Belfast,Online
C1426,2025-06-02,Books,1.84,London,Card
C1427,2026-01-31,Books,5.02,Belfast,Cash
C1428,2026-03-12,Books,209.32,Manchester,Card
C1429,2025-12-17,Books,23.3,London,Card
C1430,2025-05-31,Electronics,3.94,Belfast,Cash
C1431,2025-05-28,Groceries,45.83,London,Online
C1432,2025-09-10,Apparel,39.52,London,Cash
C1433,2025-04-08,Groceries,94.04,Belfast,Online
C1434,2025-11-30,Electronics,95.43,London,Cash
C1435,2026-04-04,Apparel,31.64,Belfast,Card
C1436,2025-05-03,Electronics,27.36,Glasgow,Card
C1437,2025-11-14,Apparel,66.26,Glasgow,Online
C1438,2025-08-04,Books,31.02,Glasgow,Online
C1439,2025-07-29,Groceries,20.79,Manchester,Cash
C1440,2025-09-29,Electronics,10.88,Glasgow,Card
C1441,2026-02-25,Apparel,53.44,London,Online
C1442,2026-01-05,Electronics,23.25,Glasgow,Online
C1443,2025-10-17,Groceries,23.83,London,Cash
C1444,2026-04-05,Electronics,1.99,Belfast,Cash
C1445,2026-01-19,Electronics,105.2,Belfast,Online
C1446,2025-08-06,Electronics,28.53,Manchester,Cash
C1447,2025-04-12,Apparel,170.07,Manchester,Cash
C1448,2026-01-03,Apparel,230.58,London,Cash
C1449,2025-12-07,Apparel,14.59,London,Card
C1450,2025-05-24,Books,6.54,Manchester,Card
C1451,2025-08-10,Apparel,88.16,Manchester,Card
C1452,2025-07-21,Electronics,19.58,Manchester,Card
C1453,2025-12-05,Electronics,0.51,Belfast,Card
C1454,2025-08-26,Apparel,37.5,Belfast,Card
C1455,2025-10-23,Electronics,78.25,Manchester,Card
C1456,2025-04-22,Books,69.81,London,Card
C1457,2025-05-08,Electronics,34.76,London,Online
C1458,2025-05-17,Books,52.52,London,Cash
C1459,2026-01-23,Electronics,23.6,Glasgow,Cash
C1460,2025-11-23,Electronics,64.25,Manchester,Cash
C1461,2025-06-26,Groceries,142.81,Manchester,Card
C1462,2026-02-23,Books,145.49,Manchester,Cash
C1463,2026-02-03,Books,64.81,London,Card
C1464,2025-05-08,Electronics,4.82,Belfast,Cash
C1465,2025-07-06,Groceries,78.46,London,Online
C1466,2025-06-27,Electronics,7.5,Glasgow,Cash
C1467,2025-12-19,Books,64.5,Belfast,Online
C1468,2026-03-27,Groceries,10.03,Manchester,Cash
C1469,2025-09-15,Electronics,14.21,Glasgow,Card
C1470,2025-11-21,Electronics,24.2,Glasgow,Cash
C1471,2025-07-16,Electronics,4.37,Belfast,Online
C1472,2025-09-28,Electronics,140.61,London,Cash
C1473,2025-08-23,Groceries,7.12,Belfast,Cash
C1474,2025-07-23,Electronics,69.69,Belfast,Cash
C1475,2025-06-04,Books,25.08,Glasgow,Online
C1476,2025-08-04,Books,18.46,Belfast,Card
C1477,2026-03-10,Apparel,6.98,Belfast,Card
C1478,2026-02-17,Groceries,86.98,Belfast,Online
C1479,2025-08-21,Books,19.22,Glasgow,Cash
C1480,2025-09-14,Apparel,61.88,Glasgow,Cash
C1481,2025-07-18,Apparel,1.67,Manchester,Online
C1482,2025-11-22,Books,20.2,Manchester,Online
C1483,2026-04-02,Books,126.41,Belfast,Online
C1484,2026-03-07,Electronics,39.55,Manchester,Card
C1485,2025-09-06,Apparel,21.81,Manchester,Card
C1486,2025-10-19,Books,14.8,Belfast,Online
C1487,2025-10-25,Electronics,47.4,Manchester,Online
C1488,2025-08-05,Books,6.65,Belfast,Card
C1489,2025-11-02,Books,26.46,Glasgow,Cash
C1490,2025-10-06,Books,82.26,Belfast,Cash
C1491,2025-08-28,Books,18.98,London,Card
C1492,2025-07-26,Electronics,97.3,Belfast,Cash
C1493,2025-06-12,Books,36.62,Belfast,Cash
C1494,2025-04-07,Electronics,57.0,Belfast,Cash
C1495,2025-04-16,Electronics,259.83,Belfast,Card
C1496,2025-11-24,Apparel,17.14,Belfast,Online
C1497,2025-05-16,Books,179.4,Manchester,Online
C1498,2025-10-20,Apparel,11.67,Glasgow,Card
C1499,2026-02-03,Apparel,39.51,Manchester,Cash
C1500,2026-03-17,Groceries,1.64,London,Card
C1501,2026-04-02,Groceries,138.97,Glasgow,Online
C1502,2025-06-09,Groceries,100.41,Glasgow,Online
C1503,2025-11-13,Groceries,60.77,Belfast,Cash
C1504,2025-09-23,Apparel,1.55,London,Online
C1505,2025-07-18,Apparel,3.64,Glasgow,Card
C1506,2025-09-15,Groceries,130.31,Glasgow,Online
C1507,2025-06-08,Books,18.82,Manchester,Card
C1508,2026-04-07,Apparel,28.05,Manchester,Cash
C1509,2025-07-02,Groceries,33.82,Belfast,Cash
C1510,2026-04-07,Groceries,238.03,Manchester,Online
C1511,2025-12-31,Electronics,77.11,Manchester,Cash
C1512,2025-09-01,Electronics,20.78,London,Card
C1513,2025-06-05,Apparel,37.75,London,Online
C1514,2025-08-19,Electronics,112.69,Glasgow,Card
C1515,2025-10-05,Electronics,11.6,Belfast,Cash
C1516,2025-08-25,Apparel,2.21,Belfast,Online
C1517,2025-12-20,Electronics,102.51,Belfast,Online
C1518,2025-06-18,Apparel,20.12,Glasgow,Card
C1519,2025-09-11,Books,9.37,London,Cash
C1520,2025-12-23,Apparel,76.43,Manchester,Card
C1521,2025-11-23,Electronics,16.84,Glasgow,Cash
C1522,2025-08-04,Books,109.6,Glasgow,Card
C1523,2025-10-20,Groceries,41.5,Belfast,Online
C1524,2025-10-04,Groceries,3.61,Belfast,Online
C1525,2025-12-15,Groceries,37.99,Belfast,Cash
C1526,2025-09-12,Apparel,54.65,Belfast,Cash
C1527,2025-11-29,Electronics,38.81,Belfast,Cash
C1528,2026-02-18,Electronics,43.16,Manchester,Online
C1529,2025-12-01,Books,15.28,Manchester,Card
C1530,2025-08-28,Books,41.01,Glasgow,Cash
C1531,2026-03-05,Electronics,18.97,Glasgow,Card
C1532,2026-01-28,Apparel,11.94,London,Online
C1533,2025-07-17,Books,150.2,Manchester,Cash
C1534,2025-07-07,Electronics,144.63,Manchester,Online
C1535,2025-07-01,Apparel,67.32,London,Online
C1536,2025-11-07,Groceries,18.56,Manchester,Online
C1537,2026-03-12,Groceries,126.8,Manchester,Online
C1538,2025-11-03,Groceries,16.57,Glasgow,Online
C1539,2025-12-01,Groceries,11.55,London,Cash
C1540,2025-11-13,Books,29.91,Belfast,Cash
C1541,2026-02-21,Apparel,14.59,London,Cash
C1542,2025-04-21,Apparel,175.28,Glasgow,Cash
C1543,2025-12-05,Books,84.26,Manchester,Card
C1544,2025-06-29,Books,4.69,Manchester,Online
C1545,2026-03-05,Books,44.34,London,Online
C1546,2025-12-09,Groceries,38.79,Belfast,Cash
C1547,2025-06-25,Apparel,102.98,Belfast,Cash
C1548,2025-06-07,Apparel,12.09,London,Online
C1549,2026-03-02,Groceries,30.88,Glasgow,Online
C1550,2025-10-13,Groceries,53.81,Glasgow,Cash
C1551,2025-12-14,Electronics,121.61,Belfast,Online
C1552,2025-07-08,Electronics,44.73,Glasgow,Card
C1553,2025-09-18,Books,43.15,London,Cash
C1554,2025-10-12,Apparel,135.19,Belfast,Card
C1555,2025-05-24,Books,38.21,London,Online
C1556,2026-02-19,Groceries,17.73,Belfast,Card
C1557,2026-03-25,Electronics,58.03,Manchester,Online
C1558,2026-03-13,Books,35.68,London,Card
C1559,2025-07-08,Electronics,22.61,Glasgow,Online
C1560,2025-11-19,Books,14.1,Manchester,Online
C1561,2025-09-18,Books,86.5,Belfast,Card
C1562,2026-01-09,Books,21.97,Glasgow,Card
C1563,2025-11-19,Apparel,28.34,Belfast,Online
C1564,2025-08-16,Books,29.05,London,Cash
C1565,2025-04-09,Books,2.39,London,Cash
C1566,2025-06-24,Electronics,3.73,Glasgow,Card
C1567,2026-01-25,Electronics,29.06,Belfast,Cash
C1568,2026-02-14,Apparel,33.18,Glasgow,Cash
C1569,2025-09-04,Electronics,66.6,Glasgow,Card
C1570,2025-10-17,Books,33.96,London,Card
C1571,2025-04-30,Apparel,28.35,Glasgow,Cash
C1572,2025-09-04,Groceries,4.35,Manchester,Card
C1573,2025-11-24,Electronics,13.89,Belfast,Card
C1574,2025-05-13,Electronics,99.68,Belfast,Online
C1575,2025-09-25,Apparel,40.46,Belfast,Cash
C1576,2025-04-10,Apparel,0.98,London,Card
C1577,2026-02-19,Apparel,39.45,Manchester,Card
C1578,2026-02-14,Apparel,23.19,Glasgow,Card
C1579,2025-10-26,Books,27.55,Glasgow,Card
C1580,2025-10-19,Electronics,81.4,London,Online
C1581,2026-03-12,Books,20.51,Manchester,Cash
C1582,2026-01-29,Books,33.18,Manchester,Card
C1583,2025-05-05,Apparel,7.63,Manchester,Online
C1584,2025-09-08,Groceries,16.72,Glasgow,Card
C1585,2026-01-19,Books,7.18,Belfast,Card
C1586,2025-11-19,Apparel,20.91,Belfast,Card
C1587,2025-11-07,Electronics,2.39,Manchester,Card
C1588,2026-04-04,Groceries,0.9,Manchester,Online
C1589,2025-10-27,Books,30.16,London,Cash
C1590,2025-04-17,Electronics,12.99,London,Cash
C1591,2025-12-03,Apparel,39.07,Belfast,Cash
C1592,2026-02-06,Books,12.72,Manchester,Cash
C1593,2025-04-22,Books,41.78,Belfast,Cash
C1594,2025-11-25,Books,12.5,Belfast,Online
C1595,2025-08-06,Books,20.95,London,Online
C1596,2025-04-11,Books,211.46,Belfast,Online
C1597,2026-02-02,Apparel,158.46,Manchester,Online
C1598,2026-01-09,Books,49.35,London,Cash
C1599,2025-05-05,Groceries,19.84,Manchester,Card
C1600,2025-11-05,Apparel,9.73,Belfast,Cash
C1601,2025-06-27,Groceries,51.16,Glasgow,Card
C1602,2026-01-28,Apparel,9.4,London,Card
C1603,2026-01-19,Electronics,35.46,Manchester,Online
C1604,2025-12-03,Books,107.11,Glasgow,Online
C1605,2025-06-30,Groceries,4.75,London,Card
C1606,2025-06-15,Groceries,19.48,London,Card
C1607,2025-05-04,Groceries,111.41,Glasgow,Cash
C1608,2025-12-12,Electronics,18.53,Belfast,Online
C1609,2025-10-06,Electronics,39.87,Belfast,Cash
C1610,2025-11-14,Electronics,17.91,Glasgow,Online
C1611,2025-07-25,Electronics,30.71,London,Card
C1612,2025-09-22,Apparel,59.0,Manchester,Cash
C1613,2025-09-10,Electronics,30.84,Belfast,Online
C1614,2025-09-18,Electronics,43.17,Manchester,Card
C1615,2025-07-22,Groceries,22.09,Manchester,Online
C1616,2025-12-06,Books,150.0,London,Online
C1617,2025-04-21,Groceries,39.82,Glasgow,Online
C1618,2025-10-14,Books,19.25,Manchester,Online
C1619,2025-09-12,Apparel,29.54,Glasgow,Card
C1620,2025-04-10,Books,37.92,Belfast,Cash
C1621,2025-08-21,Apparel,35.51,London,Online
C1622,2026-02-24,Apparel,104.48,Belfast,Card
C1623,2025-06-13,Books,1927.0,Manchester,Card
C1624,2026-02-13,Apparel,107.78,London,Online
C1625,2025-06-19,Books,13.74,Belfast,Card
C1626,2026-02-10,Apparel,5.35,Glasgow,Card
C1627,2025-08-14,Electronics,12.58,Manchester,Card
C1628,2025-10-31,Books,47.77,London,Online
C1629,2025-04-15,Apparel,40.34,Glasgow,Cash
C1630,2026-04-04,Apparel,13.08,Glasgow,Online
C1631,2025-12-09,Electronics,31.46,Manchester,Card
C1632,2025-04-10,Groceries,23.16,Glasgow,Cash
C1633,2026-01-19,Books,47.74,Belfast,Cash
C1634,2026-01-05,Electronics,81.06,Glasgow,Card
C1635,2025-06-26,Apparel,19.9,Manchester,Cash
C1636,2026-02-01,Apparel,22.52,London,Cash
C1637,2025-06-30,Apparel,121.62,Manchester,Cash
C1638,2025-12-22,Books,120.54,London,Online
C1639,2025-10-14,Books,21.31,Belfast,Cash
C1640,2025-06-18,Books,28.84,London,Card
C1641,2025-05-15,Books,82.34,London,Online
C1642,2026-04-01,Electronics,222.98,Belfast,Online
C1643,2025-08-07,Books,28.15,Manchester,Cash
C1644,2025-04-18,Groceries,0.36,London,Online
C1645,2025-12-24,Electronics,69.88,London,Cash
C1646,2026-03-23,Apparel,11.91,Manchester,Cash
C1647,2025-12-30,Electronics,48.99,Glasgow,Cash
C1648,2025-10-30,Electronics,138.96,Glasgow,Online
C1649,2025-12-06,Groceries,72.06,Belfast,Online
C1650,2025-05-14,Electronics,19.55,Belfast,Cash
C1651,2025-09-05,Groceries,8.23,Glasgow,Cash
C1652,2025-12-17,Groceries,96.14,London,Online
C1653,2025-12-29,Groceries,233.89,Belfast,Cash
C1654,2025-04-24,Apparel,72.51,Belfast,Cash
C1655,2025-07-22,Apparel,53.14,Manchester,Online
C1656,2026-02-05,Apparel,44.02,Glasgow,Cash
C1657,2025-06-01,Electronics,5.09,Glasgow,Card
C1658,2025-06-09,Books,34.3,Glasgow,Cash
C1659,2025-07-23,Apparel,42.6,Glasgow,Card
C1660,2026-02-08,Electronics,63.33,Glasgow,Online
C1661,2026-02-12,Books,38.68,London,Cash
C1662,2025-12-21,Books,52.56,Glasgow,Card
C1663,2025-10-17,Books,92.57,London,Card
C1664,2026-03-06,Groceries,40.65,Belfast,Cash
C1665,2026-01-26,Electronics,57.96,Belfast,Online
C1666,2026-01-25,Books,83.52,Manchester,Cash
C1667,2025-12-31,Electronics,205.7,Belfast,Card
C1668,2025-08-06,Apparel,16.68,Belfast,Online
C1669,2025-10-03,Electronics,36.23,Belfast,Card
C1670,2025-11-01,Groceries,53.16,London,Card
C1671,2026-01-06,Apparel,39.7,London,Online
C1672,2026-03-05,Books,3.37,Glasgow,Online
C1673,2026-01-19,Books,13.99,Manchester,Cash
C1674,2025-10-15,Electronics,15.05,Belfast,Card
C1675,2026-04-01,Books,81.67,Manchester,Online
C1676,2025-12-14,Groceries,4.72,Glasgow,Cash
C1677,2026-03-09,Groceries,73.44,Belfast,Cash
C1678,2025-05-04,Books,178.38,Manchester,Card
C1679,2025-08-12,Groceries,109.67,Belfast,Card
C1680,2025-12-11,Groceries,129.38,Belfast,Online
C1681,2025-11-06,Apparel,41.07,Manchester,Online
C1682,2025-12-28,Electronics,7.61,London,Online
C1683,2025-10-05,Apparel,95.89,London,Cash
C1684,2025-08-08,Books,3.83,Glasgow,Online
C1685,2025-06-21,Apparel,11.62,Glasgow,Online
C1686,2026-03-01,Electronics,6.08,London,Cash
C1687,2025-08-28,Electronics,69.4,Glasgow,Online
C1688,2025-10-03,Books,14.19,Manchester,Card
C1689,2025-04-09,Apparel,78.86,Glasgow,Card
C1690,2025-09-01,Books,25.6,Belfast,Online
C1691,2025-09-22,Electronics,202.63,Belfast,Online
C1692,2026-02-24,Electronics,60.48,Manchester,Cash
C1693,2025-05-04,Books,3.81,Belfast,Online
C1694,2025-06-03,Books,12.01,Belfast,Card
C1695,2025-10-26,Apparel,62.85,Manchester,Cash
C1696,2025-05-15,Books,67.13,London,Card
C1697,2025-04-28,Apparel,23.38,Glasgow,Cash
C1698,2025-06-20,Electronics,111.59,Glasgow,Card
C1699,2025-12-29,Apparel,33.05,Belfast,Online
C1700,2025-07-04,Apparel,23.74,London,Online
C1701,2025-05-04,Books,19.23,Manchester,Online
C1702,2025-12-13,Books,69.48,Manchester,Cash
C1703,2026-03-30,Electronics,7.57,Belfast,Online
C1704,2025-05-07,Books,146.99,London,Cash
C1705,2025-07-24,Books,2.1,Glasgow,Card
C1706,2025-07-01,Apparel,4.86,London,Cash
C1707,2026-03-08,Groceries,355.15,Belfast,Card
C1708,2025-07-13,Groceries,19.6,Manchester,Online
C1709,2026-03-01,Groceries,100.03,London,Online
C1710,2025-12-17,Groceries,82.87,Glasgow,Card
C1711,2026-01-09,Books,34.65,Glasgow,Cash
