customer_id,transaction_date,product_category,amount,city,payment_type,anomaly
C0947,2025-09-30,Electronics,18.05,Glasgow,Cash,False
C0948,2025-07-27,Books,98.69,London,Cash,False
C0949,2026-03-26,Groceries,49.12,Manchester,Cash,False
C0950,2025-05-16,Apparel,44.77,London,Cash,False
C0951,2025-10-08,Apparel,20.07,Glasgow,Cash,False
C0952,2025-11-08,Books,1.31,Glasgow,Cash,False
C0953,2025-04-27,Books,128.64,London,Cash,True
C0954,2025-07-29,Books,41.33,Manchester,Cash,False
C0955,2025-10-20,Groceries,3.74,London,Card,False
C0956,2025-05-06,Groceries,69.22,London,Cash,False
C0957,2026-02-16,Books,0.51,London,Cash,False
C0958,2025-11-22,Electronics,156.29,London,Card,True
C0959,2026-03-16,Apparel,49.04,Glasgow,Card,False
C0960,2025-09-18,Apparel,72.18,Belfast,Cash,False
C0961,2026-03-11,Groceries,28.9,Belfast,Online,False
C0962,2026-01-13,Apparel,48.85,London,Cash,False
C0963,2025-05-08,Electronics,19.63,Glasgow,Card,False
C0964,2026-02-20,Electronics,24.67,Glasgow,Card,False
C0965,2025-10-12,Apparel,16.12,Belfast,Online,False
C0966,2025-10-24,Electronics,19.08,London,Card,False
C0967,2025-06-14,Books,5.75,Glasgow,Card,False
C0968,2025-05-29,Books,74.25,Manchester,Online,False
C0969,2026-02-15,Groceries,9.7,London,Online,False
C0970,2025-05-17,Apparel,149.74,London,Cash,True
C0971,2025-07-21,Groceries,108.46,Belfast,Online,True
C0972,2025-11-15,Books,9.26,Manchester,Online,False
C0973,2025-05-13,Groceries,0.17,Manchester,Cash,False
C0974,2025-09-21,Groceries,32.57,Belfast,Card,False
C0975,2026-02-24,Apparel,50.41,Manchester,Card,False
C0976,2025-05-24,Apparel,72.9,Manchester,Online,False
C0977,2025-07-08,Apparel,40.07,Glasgow,Cash,False
C0978,2026-03-24,Electronics,4.4,Belfast,Card,False
C0979,2026-04-07,Apparel,133.8,Glasgow,Online,True
C0980,2026-03-18,Apparel,28.19,Manchester,Cash,False
C0981,2025-11-02,Electronics,76.17,Belfast,Card,False
C0982,2025-08-18,Books,22.82,Belfast,Cash,False
C0983,2025-09-17,Electronics,64.27,Glasgow,Cash,False
C0984,2025-09-14,Groceries,221.34,London,Card,True
C0985,2025-06-02,Electronics,102.99,Manchester,Card,False
C0986,2026-01-21,Books,34.98,Glasgow,Card,False
C0987,2025-08-12,Groceries,10.37,Glasgow,Cash,False
C0988,2025-07-25,Groceries,18.81,Belfast,Card,False
C0989,2025-05-10,Books,34.53,London,Online,False
C0990,2025-06-18,Apparel,63.11,London,Cash,False
C0991,2025-12-21,Groceries,26.03,Manchester,Online,False
C0992,2025-05-10,Books,8.58,Glasgow,Cash,False
C0993,2025-06-12,Apparel,54.08,London,Online,False
C0994,2025-05-25,Groceries,29.89,Manchester,Card,False
C0995,2025-04-25,Electronics,4.0,London,Cash,False
C0996,2025-06-19,Apparel,267.07,Belfast,Cash,True
C0997,2025-06-15,Groceries,33.48,London,Card,False
C0998,2025-05-15,Groceries,171.31,Glasgow,Card,True
C0999,2025-09-02,Groceries,28.14,Belfast,Card,False
C1000,2025-06-15,Apparel,26.37,Belfast,Cash,False
C1001,2025-06-11,Books,20.63,Belfast,Card,False
C1002,2026-01-21,Electronics,19.82,London,Cash,False
C1003,2025-09-14,Groceries,36.79,London,Card,False
C1004,2026-01-19,Apparel,17.14,London,Cash,False
C1005,2025-09-20,Groceries,136.57,Manchester,Card,True
C1006,2025-09-19,Books,8.32,London,Card,False
C1007,2026-03-12,Groceries,4.4,London,Online,False
C1008,2026-01-18,Electronics,112.07,Manchester,Online,True
C1009,2025-05-14,Books,41.28,Manchester,Card,False
C1010,2025-09-30,Electronics,0.18,London,Card,False
C1011,2025-08-22,Apparel,39.7,Glasgow,Cash,False
C1012,2025-07-14,Books,10.2,London,Card,False
C1013,2026-01-11,Books,57.19,Glasgow,Card,False
C1014,2025-08-30,Books,8.18,Glasgow,Online,False
C1015,2026-01-26,Apparel,31.61,London,Card,False
C1016,2025-12-28,Groceries,93.62,Glasgow,Cash,False
C1017,2025-08-16,Books,47.21,Manchester,Cash,False
C1018,2025-08-04,Books,41.52,Belfast,Cash,False
C1019,2025-11-18,Apparel,61.26,Glasgow,Cash,False
C1020,2025-06-07,Books,58.39,Glasgow,Online,False
C1021,2025-09-24,Apparel,30.57,Belfast,Online,False
C1022,2025-11-16,Electronics,30.71,Belfast,Card,False
C1023,2025-12-05,Books,21.85,Glasgow,Online,False
C1024,2026-02-25,Groceries,17.63,Manchester,Cash,False
C1025,2025-11-09,Electronics,29.5,Glasgow,Card,False
C1026,2025-05-29,Books,6.49,Belfast,Cash,False
C1027,2026-04-06,Groceries,81.22,Manchester,Online,False
C1028,2025-07-23,Books,25.12,Belfast,Online,False
C1029,2025-04-25,Apparel,20.51,London,Card,False
C1030,2025-07-06,Groceries,31.27,Glasgow,Online,False
C1031,2025-12-06,Electronics,24.17,Manchester,Online,False
C1032,2026-03-18,Books,22.1,Glasgow,Cash,False
C1033,2026-04-04,Groceries,30.45,London,Cash,False
C1034,2026-01-10,Groceries,24.22,Manchester,Cash,False
C1035,2025-08-22,Apparel,59.18,Belfast,Cash,False
C1036,2025-07-06,Apparel,15.28,Glasgow,Card,False
C1037,2025-09-05,Books,63.0,Manchester,Online,False
C1038,2025-05-23,Apparel,15.98,London,Cash,False
C1039,2025-09-28,Electronics,66.08,Belfast,Card,False
C1040,2026-02-06,Apparel,42.97,Belfast,Cash,False
C1041,2025-05-17,Apparel,15.27,London,Cash,False
C1042,2025-11-20,Groceries,13.82,Belfast,Cash,False
C1043,2025-12-20,Books,25.33,Manchester,Card,False
C1044,2025-12-30,Books,76.18,Glasgow,Cash,False
C1045,2025-06-22,Electronics,2.18,Glasgow,Card,False
C1046,2025-10-14,Electronics,32.32,Belfast,Online,False
C1047,2025-04-16,Electronics,34.39,London,Cash,False
C1048,2025-04-13,Apparel,114.54,Glasgow,Cash,True
C1049,2025-06-16,Electronics,59.78,London,Cash,False
C1050,2025-04-23,Books,50.02,Glasgow,Card,False
C1051,2026-03-18,Books,31.91,Belfast,Online,False
C1052,2025-10-22,Apparel,147.29,London,Cash,True
C1053,2025-05-07,Apparel,26.55,Glasgow,Cash,False
C1054,2025-10-12,Books,15.31,Belfast,Cash,False
C1055,2025-07-05,Groceries,18.74,Glasgow,Cash,False
C1056,2026-01-24,Books,0.26,London,Cash,False
C1057,2026-03-23,Groceries,35.03,Manchester,Online,False
C1058,2026-02-22,Apparel,3.85,London,Cash,False
C1059,2025-08-11,Groceries,5.89,Manchester,Card,False
C1060,2025-07-13,Apparel,9.04,Glasgow,Online,False
C1061,2025-08-16,Apparel,16.59,Manchester,Cash,False
C1062,2025-12-11,Groceries,41.83,London,Online,False
C1063,2025-10-14,Groceries,88.63,London,Online,False
C1064,2025-10-03,Apparel,99.69,London,Cash,False
C1065,2026-01-04,Electronics,1.0,Belfast,Cash,False
C1066,2025-11-26,Electronics,4.22,Belfast,Card,False
C1067,2026-03-31,Books,160.6,London,Cash,True
C1068,2025-07-12,Apparel,32.1,Manchester,Online,False
C1069,2025-08-10,Groceries,79.89,London,Card,False
C1070,2025-06-11,Electronics,18.85,Glasgow,Cash,False
C1071,2026-01-07,Books,58.21,Manchester,Cash,False
C1072,2025-06-13,Apparel,54.34,London,Online,False
C1073,2025-07-10,Books,13.72,Glasgow,Card,False
C1074,2025-06-22,Groceries,119.36,Glasgow,Online,True
C1075,2026-02-02,Groceries,75.05,Glasgow,Online,False
C1076,2025-04-22,Electronics,17.95,Glasgow,Card,False
C1077,2025-05-10,Apparel,28.48,London,Online,False
C1078,2025-10-09,Groceries,18.39,London,Online,False
C1079,2025-05-01,Electronics,14.46,Glasgow,Online,False
C1080,2025-11-15,Groceries,23.49,Belfast,Cash,False
C1081,2026-03-09,Apparel,44.48,Glasgow,Card,False
C1082,2025-08-28,Electronics,7.23,London,Card,False
C1083,2025-05-10,Electronics,2.43,Belfast,Cash,False
C1084,2025-11-21,Apparel,45.84,Manchester,Cash,False
C1085,2026-03-26,Electronics,53.86,London,Card,False
C1086,2025-09-08,Books,95.26,Belfast,Cash,False
C1087,2025-08-27,Books,38.62,London,Card,False
C1088,2026-02-24,Electronics,87.7,Belfast,Cash,False
C1089,2026-02-01,Books,149.85,Glasgow,Online,True
C1090,2025-07-17,Apparel,21.06,Belfast,Cash,False
C1091,2025-10-13,Groceries,1.9,London,Card,False
C1092,2025-09-16,Groceries,49.39,Manchester,Card,False
C1093,2026-03-12,Apparel,19.11,Glasgow,Cash,False
C1094,2025-06-10,Groceries,27.34,London,Online,False
C1095,2026-03-28,Books,76.67,Belfast,Cash,False
C1096,2026-02-21,Groceries,32.52,London,Cash,False
C1097,2025-08-01,Books,29.1,London,Card,False
C1098,2026-02-09,Groceries,8.87,London,Card,False
C1099,2025-07-23,Electronics,8.36,Belfast,Online,False
C1100,2025-05-13,Electronics,72.33,Manchester,Card,False
C1101,2026-01-03,Apparel,48.12,Glasgow,Online,False
C1102,2025-06-08,Electronics,0.5,Belfast,Cash,False
C1103,2025-05-16,Groceries,23.35,London,Online,False
C1104,2025-08-10,Apparel,29.8,Belfast,Cash,False
C1105,2025-06-30,Electronics,71.43,Manchester,Online,False
C1106,2025-12-01,Apparel,15.75,Manchester,Cash,False
C1107,2025-07-11,Books,17.63,Belfast,Cash,False
C1108,2025-11-07,Apparel,9.21,London,Card,False
C1109,2026-01-28,Electronics,22.76,Glasgow,Cash,False
C1110,2025-08-26,Electronics,17.74,Manchester,Card,False
C1111,2025-08-26,Electronics,9.91,Glasgow,Card,False
C1112,2026-01-22,Electronics,28.71,Glasgow,Cash,False
C1113,2025-11-16,Electronics,240.44,Belfast,Online,True
C1114,2025-11-06,Books,10.99,Belfast,Cash,False
C1115,2025-09-17,Groceries,10.2,London,Cash,False
C1116,2025-09-27,Electronics,28.45,Manchester,Cash,False
C1117,2025-10-02,Books,51.49,Glasgow,Online,False
C1118,2025-04-22,Groceries,0.67,London,Cash,False
C1119,2026-03-09,Groceries,58.15,Belfast,Online,False
C1120,2025-04-16,Apparel,8.45,Belfast,Cash,False
C1121,2026-02-01,Electronics,63.86,Glasgow,Card,False
C1122,2025-08-16,Electronics,130.08,London,Online,True
C1123,2025-09-10,Apparel,18.76,Belfast,Card,False
C1124,2025-11-15,Groceries,220.55,London,Cash,True
C1125,2026-02-22,Books,209.22,Manchester,Online,True
C1126,2025-10-20,Groceries,76.98,London,Online,False
C1127,2026-02-06,Books,80.74,Manchester,Online,False
C1128,2026-02-25,Electronics,9.42,Manchester,Cash,False
C1129,2025-11-07,Electronics,38.44,Manchester,Cash,False
C1130,2025-08-14,Groceries,24.83,Belfast,Card,False
C1131,2025-08-06,Books,93.95,Manchester,Card,False
C1132,2026-01-09,Electronics,37.5,Manchester,Online,False
C1133,2025-04-11,Books,103.35,Belfast,Card,False
C1134,2026-02-02,Books,17.2,Belfast,Card,False
C1135,2025-08-17,Books,59.61,Belfast,Card,False
C1136,2025-09-07,Apparel,35.2,London,Card,False
C1137,2025-12-26,Apparel,7.28,Glasgow,Cash,False
C1138,2026-03-01,Groceries,1.59,Glasgow,Cash,False
C1139,2025-10-22,Electronics,113.54,Manchester,Online,True
C1140,2025-07-08,Electronics,53.72,Manchester,Cash,False
C1141,2026-03-16,Groceries,84.82,London,Online,False
C1142,2025-06-06,Books,23.32,Glasgow,Online,False
C1143,2025-12-19,Electronics,90.12,Glasgow,Online,False
C1144,2025-08-11,Groceries,14.92,London,Cash,False
C1145,2025-07-01,Books,33.85,Belfast,Card,False
C1146,2025-10-19,Apparel,14.02,Glasgow,Card,False
C1147,2026-02-16,Electronics,26.76,London,Online,False
C1148,2025-06-23,Groceries,21.63,London,Online,False
C1149,2025-06-16,Books,74.22,London,Online,False
C1150,2025-04-26,Electronics,1.65,London,Card,False
C1151,2025-11-14,Books,50.99,Belfast,Cash,False
C1152,2026-02-19,Apparel,24.26,Glasgow,Card,False
C1153,2025-05-28,Groceries,32.02,Belfast,Cash,False
C1154,2026-01-09,Books,25.34,Glasgow,Card,False
C1155,2026-03-05,Books,62.1,Glasgow,Online,False
C1156,2025-08-29,Electronics,16.17,London,Cash,False
C1157,2025-07-09,Apparel,7.3,Manchester,Cash,False
C1158,2026-01-07,Apparel,63.66,Belfast,Cash,False
C1159,2025-05-04,Electronics,136.24,Manchester,Cash,True
C1160,2026-04-04,Apparel,4.83,Glasgow,Cash,False
C1161,2025-08-11,Apparel,107.65,London,Cash,True
C1162,2025-10-18,Electronics,2.73,London,Online,False
C1163,2025-08-28,Groceries,18.05,London,Cash,False
C1164,2025-06-30,Apparel,20.08,Glasgow,Cash,False
C1165,2026-01-28,Books,57.88,Manchester,Card,False
C1166,2026-03-13,Electronics,40.32,Manchester,Card,False
C1167,2026-03-02,Electronics,16.72,London,Card,False
C1168,2026-01-13,Groceries,51.01,Glasgow,Cash,False
C1169,2025-10-12,Groceries,18.86,Manchester,Card,False
C1170,2025-05-10,Electronics,83.08,Glasgow,Online,False
C1171,2025-09-20,Apparel,24.11,Glasgow,Cash,False
C1172,2025-07-31,Apparel,53.83,Glasgow,Online,False
C1173,2025-07-04,Apparel,66.13,Glasgow,Card,False
C1174,2026-02-01,Apparel,40.02,Glasgow,Online,False
C1175,2025-08-14,Groceries,26.76,Belfast,Online,False
C1176,2025-08-03,Electronics,24.02,London,Online,False
C1177,2025-08-29,Groceries,23.72,Manchester,Online,False
C1178,2025-08-23,Apparel,30.29,Glasgow,Cash,False
C1179,2025-11-24,Apparel,24.76,Belfast,Card,False
C1180,2025-09-17,Apparel,60.07,Manchester,Online,False
C1181,2026-02-24,Books,102.46,Glasgow,Card,False
C1182,2026-01-24,Electronics,18.21,London,Online,False
C1183,2026-02-25,Groceries,61.63,Belfast,Online,False
C1184,2026-02-10,Electronics,9.32,London,Card,False
C1185,2025-10-21,Electronics,80.06,Belfast,Card,False
C1186,2025-10-04,Apparel,88.09,Manchester,Online,False
C1187,2025-05-19,Books,49.37,London,Online,False
C1188,2025-08-06,Electronics,1.55,Glasgow,Card,False
C1189,2025-11-01,Electronics,34.01,London,Online,False
C1190,2025-04-24,Electronics,40.32,Belfast,Cash,False
C1191,2025-05-28,Electronics,58.9,Manchester,Card,False
C1192,2026-01-09,Apparel,26.66,London,Card,False
C1193,2025-12-05,Apparel,35.89,London,Cash,False
C1194,2025-06-28,Groceries,178.11,London,Card,True
C1195,2025-10-02,Groceries,97.73,London,Cash,False
C1196,2025-12-10,Groceries,51.81,Glasgow,Card,False
C1197,2025-05-08,Groceries,4.48,Glasgow,Card,False
C1198,2026-03-27,Groceries,1.39,Belfast,Card,False
C1199,2025-11-11,Groceries,10.39,Belfast,Cash,False
C1200,2026-02-21,Books,25.75,Belfast,Online,False
C1201,2025-12-21,Electronics,4.92,Glasgow,Cash,False
C1202,2026-01-20,Apparel,40.43,London,Card,False
C1203,2025-05-18,Groceries,22.53,Glasgow,Cash,False
C1204,2025-12-26,Books,23.05,Glasgow,Cash,False
C1205,2025-07-25,Books,9.55,Manchester,Card,False
C1206,2025-05-15,Electronics,9.31,Glasgow,Online,False
C1207,2025-05-09,Groceries,19.38,Glasgow,Cash,False
C1208,2026-02-15,Apparel,10.24,Glasgow,Online,False
C1209,2026-03-19,Apparel,10.51,Belfast,Card,False
C1210,2026-02-22,Electronics,6.62,London,Cash,False
C1211,2025-12-18,Books,67.07,London,Cash,False
C1212,2026-03-12,Apparel,99.97,Glasgow,Online,False
C1213,2025-05-28,Groceries,54.61,Glasgow,Cash,False
C1214,2025-11-27,Books,16.16,Belfast,Online,False
C1215,2025-04-23,Groceries,105.33,Glasgow,Online,False
C1216,2025-12-23,Electronics,15.77,Glasgow,Online,False
C1217,2025-10-16,Electronics,2.14,Glasgow,Online,False
C1218,2025-08-18,Groceries,45.13,Manchester,Online,False
C1219,2025-05-14,Groceries,29.85,Belfast,Online,False
C1220,2025-11-10,Electronics,30.34,Glasgow,Card,False
C1221,2025-07-14,Apparel,4.74,London,Cash,False
C1222,2025-10-10,Books,29.95,Manchester,Cash,False
C1223,2025-08-12,Books,76.03,Manchester,Online,False
C1224,2025-12-01,Electronics,36.26,Glasgow,Online,False
C1225,2026-01-07,Books,25.41,Belfast,Card,False
C1226,2026-03-08,Groceries,27.6,Manchester,Card,False
C1227,2025-11-27,Electronics,7.31,Manchester,Card,False
C1228,2025-07-23,Books,0.86,Glasgow,Card,False
C1229,2025-08-31,Apparel,22.56,Glasgow,Card,False
C1230,2025-10-10,Apparel,26.31,Belfast,Cash,False
C1231,2025-07-17,Groceries,30.14,Manchester,Cash,False
C1232,2025-05-09,Electronics,29.08,Glasgow,Online,False
C1233,2026-03-22,Apparel,72.75,Belfast,Cash,False
C1234,2025-05-29,Groceries,5.32,London,Online,False
C1235,2026-01-27,Electronics,2.84,Glasgow,Cash,False
C1236,2025-07-28,Groceries,20.28,Glasgow,Online,False
C1237,2025-09-10,Electronics,34.08,Glasgow,Card,False
C1238,2026-03-01,Electronics,86.24,London,Cash,False
C1239,2025-10-06,Books,47.12,Manchester,Cash,False
C1240,2025-09-12,Electronics,150.2,London,Cash,True
C1241,2026-02-08,Apparel,21.92,Belfast,Card,False
C1242,2025-10-07,Books,49.71,Glasgow,Online,False
C1243,2025-12-02,Books,12.91,Manchester,Online,False
C1244,2026-02-22,Books,11.84,Manchester,Card,False
C1245,2025-07-24,Books,46.63,Glasgow,Card,False
C1246,2025-07-09,Books,38.32,Belfast,Cash,False
C1247,2026-01-28,Electronics,0.39,Glasgow,Card,False
C1248,2026-03-11,Groceries,17.99,Glasgow,Card,False
C1249,2025-10-18,Apparel,6.58,Belfast,Card,False
C1250,2026-03-28,Groceries,39.29,Belfast,Cash,False
C1251,2025-04-21,Electronics,11.68,Manchester,Online,False
C1252,2026-03-31,Books,100.77,Belfast,Cash,False
C1253,2025-12-11,Apparel,6.08,London,Card,False
C1254,2025-08-26,Groceries,0.75,Belfast,Online,False
C1255,2025-12-09,Apparel,44.82,Glasgow,Online,False
C1256,2025-09-05,Apparel,64.46,Belfast,Cash,False
C1257,2025-08-07,Apparel,53.26,Belfast,Cash,False
C1258,2026-01-19,Electronics,68.12,London,Online,False
C1259,2025-10-19,Groceries,42.67,London,Card,False
C1260,2025-09-24,Electronics,33.09,Glasgow,Online,False
C1261,2025-11-12,Apparel,2.37,Glasgow,Cash,False
C1262,2025-11-06,Electronics,7.13,London,Card,False
C1263,2025-05-22,Apparel,7.39,London,Card,False
C1264,2025-06-23,Electronics,21.95,Glasgow,Card,False
C1265,2025-10-17,Electronics,109.55,Manchester,Online,True
C1266,2025-06-12,Electronics,7.54,Manchester,Cash,False
C1267,2026-02-23,Apparel,59.45,London,Card,False
C1268,2026-02-16,Groceries,44.89,Glasgow,Card,False
C1269,2025-11-30,Electronics,74.71,Belfast,Online,False
C1270,2025-12-03,Apparel,37.72,London,Cash,False
C1271,2025-09-02,Books,58.6,Belfast,Online,False
C1272,2025-09-12,Books,75.92,Belfast,Online,False
C1273,2025-09-17,Books,34.18,London,Online,False
C1274,2025-07-12,Books,79.32,Manchester,Online,False
C1275,2025-08-14,Groceries,47.56,Glasgow,Cash,False
C1276,2026-04-07,Electronics,5.68,London,Cash,False
C1277,2025-12-01,Electronics,101.75,Manchester,Cash,False
C1278,2025-07-28,Groceries,21.97,Manchester,Card,False
C1279,2025-08-16,Groceries,225.09,London,Cash,True
C1280,2025-07-26,Electronics,17.16,Manchester,Cash,False
C1281,2025-07-06,Books,98.48,Belfast,Online,False
C1282,2026-03-08,Books,30.12,Belfast,Online,False
C1283,2025-09-12,Electronics,46.58,London,Cash,False
C1284,2025-12-28,Groceries,42.02,Manchester,Cash,False
C1285,2025-11-05,Apparel,77.99,Glasgow,Online,False
C1286,2025-09-23,Apparel,8.22,London,Cash,False
C1287,2025-06-30,Books,9.51,Manchester,Card,False
C1288,2026-01-03,Apparel,72.38,Belfast,Cash,False
C1289,2026-03-08,Apparel,213.1,London,Online,True
C1290,2026-03-14,Groceries,63.59,Glasgow,Online,False
C1291,2026-01-19,Electronics,9.15,Belfast,Online,False
C1292,2026-01-06,Books,103.99,Manchester,Card,False
C1293,2025-11-29,Groceries,18.43,Glasgow,Cash,False
C1294,2026-03-20,Books,4.04,Manchester,Card,False
C1295,2025-05-03,Books,7.82,Glasgow,Cash,False
C1296,2025-12-29,Electronics,8.58,London,Card,False
C1297,2025-05-19,Books,91.53,Glasgow,Cash,False
C1298,2025-11-15,Books,157.39,Belfast,Online,True
C1299,2025-08-06,Electronics,0.97,Manchester,Cash,False
C1300,2025-09-22,Groceries,56.56,Manchester,Online,False
C1301,2025-09-14,Books,34.76,London,Cash,False
C1302,2026-03-02,Electronics,3.31,London,Card,False
C1303,2025-10-14,Groceries,45.48,London,Online,False
C1304,2025-10-14,Electronics,1.2,Manchester,Cash,False
C1305,2026-01-26,Groceries,2.71,Glasgow,Online,False
C1306,2025-06-03,Groceries,55.33,Glasgow,Online,False
C1307,2026-01-13,Groceries,111.36,Manchester,Online,True
C1308,2025-12-27,Books,7.2,London,Online,False
C1309,2025-11-04,Groceries,133.1,Glasgow,Card,True
C1310,2026-02-06,Apparel,89.28,Glasgow,Online,False
C1311,2026-02-07,Books,72.48,Manchester,Online,False
C1312,2026-01-07,Apparel,137.33,London,Online,True
C1313,2025-09-21,Books,149.72,Glasgow,Card,True
C1314,2026-02-06,Books,135.81,Glasgow,Online,True
C1315,2025-10-12,Books,0.57,London,Cash,False
C1316,2025-07-30,Electronics,11.29,Glasgow,Cash,False
C1317,2025-09-15,Books,37.61,London,Cash,False
C1318,2026-04-02,Groceries,31.24,Belfast,Card,False
C1319,2025-05-13,Books,105.67,Manchester,Online,False
C1320,2025-12-05,Books,44.6,London,Cash,False
C1321,2026-03-13,Electronics,20.08,Belfast,Online,False
C1322,2025-05-03,Apparel,12.03,London,Card,False
C1323,2026-01-19,Apparel,20.82,Glasgow,Card,False
C1324,2025-06-02,Books,22.19,Manchester,Card,False
C1325,2025-08-17,Electronics,108.36,Belfast,Card,True
C1326,2025-07-30,Books,1407.4,Belfast,Cash,True
C1327,2025-07-27,Books,42.8,London,Card,False
C1328,2026-03-07,Electronics,16.22,Manchester,Online,False
C1329,2025-11-20,Groceries,4.83,Glasgow,Cash,False
C1330,2026-01-22,Electronics,17.48,Glasgow,Online,False
C1331,2026-02-04,Electronics,0.16,London,Cash,False
C1332,2025-10-21,Groceries,27.71,Glasgow,Online,False
C1333,2025-09-26,Electronics,12.38,Belfast,Card,False
C1334,2026-03-23,Groceries,17.31,London,Cash,False
C1335,2026-03-07,Groceries,19.4,Glasgow,Card,False
C1336,2026-03-29,Electronics,100.61,Manchester,Online,False
C1337,2026-02-15,Electronics,17.85,Belfast,Cash,False
C1338,2025-10-08,Groceries,7.04,Glasgow,Online,False
C1339,2025-11-09,Apparel,50.47,Belfast,Cash,False
C1340,2026-01-07,Apparel,24.72,Belfast,Online,False
C1341,2025-08-23,Groceries,10.01,Belfast,Online,False
C1342,2025-09-23,Books,6.0,Belfast,Cash,False
C1343,2025-08-26,Groceries,22.29,Manchester,Card,False
C1344,2025-12-08,Apparel,39.53,Glasgow,Cash,False
C1345,2025-10-29,Groceries,4.17,Manchester,Cash,False
C1346,2025-11-08,Apparel,171.34,Glasgow,Card,True
C1347,2026-01-09,Groceries,1.25,London,Cash,False
C1348,2025-06-01,Apparel,16.13,Glasgow,Cash,False
C1349,2025-11-19,Groceries,22.99,Glasgow,Card,False
C1350,2025-04-18,Electronics,48.97,Belfast,Online,False
C1351,2025-04-12,Electronics,256.22,Manchester,Card,True
C1352,2025-04-25,Electronics,77.12,Glasgow,Card,False
C1353,2025-10-03,Apparel,30.77,Glasgow,Card,False
C1354,2025-12-31,Groceries,2.8,Belfast,Cash,False
C1355,2025-04-07,Apparel,204.68,London,Card,True
C1356,2025-10-06,Groceries,27.24,Belfast,Cash,False
C1357,2025-06-17,Electronics,18.38,Glasgow,Card,False
C1358,2025-07-02,Books,31.46,London,Cash,False
C1359,2025-05-06,Apparel,175.06,Glasgow,Cash,True
C1360,2025-06-28,Books,15.62,London,Cash,False
C1361,2025-09-13,Groceries,22.34,Manchester,Cash,False
C1362,2025-09-15,Groceries,10.76,London,Online,False
C1363,2025-08-27,Groceries,23.51,Belfast,Online,False
C1364,2025-09-12,Electronics,16.85,Belfast,Card,False
C1365,2025-11-13,Electronics,46.9,Manchester,Cash,False
C1366,2026-03-30,Groceries,50.63,Belfast,Card,False
C1367,2025-08-31,Electronics,17.38,Manchester,Card,False
C1368,2025-05-06,Groceries,12.65,London,Cash,False
C1369,2025-06-01,Electronics,147.58,London,Online,True
C1370,2025-05-01,Electronics,18.3,Glasgow,Card,False
C1371,2025-09-08,Apparel,124.92,Glasgow,Online,True
C1372,2026-02-25,Electronics,12.45,Manchester,Cash,False
C1373,2025-11-10,Books,15.17,Manchester,Card,False
C1374,2025-10-17,Groceries,33.24,London,Cash,False
C1375,2025-11-25,Apparel,15.26,London,Online,False
C1376,2026-03-10,Electronics,4.98,London,Online,False
C1377,2025-12-19,Groceries,3.1,Belfast,Card,False
C1378,2025-07-19,Books,8.56,London,Card,False
C1379,2025-04-23,Groceries,33.39,London,Online,False
C1380,2025-07-08,Groceries,102.62,Manchester,Cash,False
C1381,2026-02-01,Apparel,15.32,Belfast,Online,False
C1382,2025-05-26,Electronics,106.76,London,Cash,True
C1383,2025-04-11,Books,88.6,Manchester,Card,False
C1384,2026-01-24,Books,45.9,Manchester,Cash,False
C1385,2025-04-23,Books,33.16,Glasgow,Card,False
C1386,2025-07-16,Electronics,34.59,Manchester,Cash,False
C1387,2025-10-24,Groceries,43.03,Glasgow,Cash,False
C1388,2025-11-29,Electronics,14.98,Glasgow,Card,False
C1389,2025-10-09,Electronics,26.98,Belfast,Online,False
C1390,2025-10-05,Books,44.8,London,Card,False
C1391,2025-07-06,Apparel,45.39,Glasgow,Online,False
C1392,2026-01-03,Books,2.68,Belfast,Card,False
C1393,2025-12-14,Apparel,22.4,Manchester,Cash,False
C1394,2026-01-18,Books,26.45,Glasgow,Card,False
C1395,2026-04-07,Groceries,7.36,Belfast,Cash,False
C1396,2025-08-06,Books,65.47,Belfast,Card,False
C1397,2025-11-21,Groceries,15.19,Manchester,Online,False
C1398,2025-09-29,Books,83.46,Glasgow,Card,False
C1399,2025-04-21,Groceries,141.97,London,Cash,True
C1400,2025-11-26,Groceries,175.4,Belfast,Online,True
C1401,2026-04-01,Books,40.98,Glasgow,Cash,False
C1402,2025-04-24,Apparel,86.58,London,Online,False
C1403,2025-07-27,Books,7.98,London,Online,False
C1404,2025-10-29,Books,109.49,Belfast,Online,True
C1405,2026-02-20,Groceries,41.39,London,Card,False
C1406,2025-06-12,Groceries,20.84,Glasgow,Card,False
C1407,2025-05-17,Apparel,59.56,London,Card,False
C1408,2025-10-14,Groceries,18.82,Manchester,Card,False
C1409,2025-06-13,Groceries,20.1,Glasgow,Online,False
C1410,2026-03-25,Apparel,6.16,Belfast,Cash,False
C1411,2025-08-25,Groceries,5.32,Belfast,Online,False
C1412,2025-10-18,Groceries,14.53,Manchester,Online,False
C1413,2026-03-13,Books,37.83,London,Online,False
C1414,2025-12-22,Apparel,53.3,Belfast,Online,False
C1415,2026-04-04,Groceries,123.85,Glasgow,Card,True
C1416,2025-08-05,Books,24.36,Belfast,Online,False
C1417,2025-04-07,Books,3.62,Manchester,Card,False
C1418,2025-09-30,Groceries,15.35,London,Cash,False
C1419,2025-12-29,Groceries,11.01,Manchester,Cash,False
C1420,2025-10-28,Apparel,26.48,Manchester,Card,False
C1421,2025-11-14,Groceries,54.15,London,Online,False
C1422,2025-11-26,Apparel,30.01,Belfast,Cash,False
